,Latitude,Longitude,Type
8297,41.8913516666667,-87.7678833333333,Spray
8298,41.89096,-87.7678683333333,Spray
8299,41.890581666666705,-87.7678533333333,Spray
8300,41.890133333333296,-87.76783499999999,Spray
8301,41.8897416666667,-87.76782666666669,Spray
8302,41.8893333333333,-87.7678016666667,Spray
8303,41.888926666666706,-87.76778166666669,Spray
8304,41.8885516666667,-87.767765,Spray
8305,41.8885766666667,-87.7665,Spray
8306,41.8889333333333,-87.7664966666667,Spray
8307,41.88924,-87.7665083333333,Spray
8308,41.8895633333333,-87.76651333333331,Spray
8309,41.889891666666706,-87.766515,Spray
8310,41.890190000000004,-87.76653,Spray
8311,41.8904816666667,-87.7665566666667,Spray
8312,41.8908633333333,-87.7666016666667,Spray
8313,41.891138333333295,-87.7666116666667,Spray
8314,41.891525,-87.76664,Spray
8315,41.8918866666667,-87.7666633333333,Spray
8316,41.8922483333333,-87.7666766666667,Spray
8317,41.8926516666667,-87.76668000000001,Spray
8318,41.892998333333296,-87.7666916666667,Spray
8319,41.893355,-87.76671,Spray
8320,41.893761666666705,-87.76673000000001,Spray
8321,41.894076666666706,-87.7667283333333,Spray
8322,41.8952633333333,-87.7667116666667,Spray
8323,41.895534999999995,-87.7667,Spray
8324,41.8958366666667,-87.7667233333333,Spray
8325,41.896173333333294,-87.7667283333333,Spray
8326,41.8964133333333,-87.7667283333333,Spray
8327,41.896806666666706,-87.7667533333333,Spray
8328,41.897145,-87.76677,Spray
8329,41.8975116666667,-87.76679,Spray
8330,41.897775,-87.7667866666667,Spray
8331,41.898056666666704,-87.7667933333333,Spray
8332,41.8984,-87.7668083333333,Spray
8333,41.8988233333333,-87.7668166666667,Spray
8334,41.8992,-87.7668166666667,Spray
8335,41.8995866666667,-87.7668233333333,Spray
8336,41.8999266666667,-87.7668383333333,Spray
8337,41.900316666666704,-87.7668716666667,Spray
8338,41.9006433333333,-87.76688,Spray
8339,41.9009616666667,-87.7669016666667,Spray
8340,41.9012433333333,-87.7669016666667,Spray
8341,41.901579999999996,-87.76692,Spray
8342,41.902315,-87.7669766666667,Spray
8343,41.9026283333333,-87.76699,Spray
8344,41.903043333333294,-87.76700500000001,Spray
8345,41.903385,-87.76701,Spray
8346,41.90406,-87.7670233333333,Spray
8347,41.9043783333333,-87.7670133333333,Spray
8348,41.904731666666706,-87.7670266666667,Spray
8349,41.905018333333295,-87.7670466666667,Spray
8350,41.9053383333333,-87.7670566666667,Spray
8351,41.905765,-87.7670683333333,Spray
8352,41.9061316666667,-87.7670883333333,Spray
8353,41.9064333333333,-87.7670816666667,Spray
8354,41.906738333333294,-87.767095,Spray
8355,41.907146666666705,-87.767105,Spray
8356,41.907506666666706,-87.7671233333333,Spray
8357,41.9078966666667,-87.767155,Spray
8358,41.908243333333296,-87.7671666666667,Spray
8359,41.9086,-87.7671816666667,Spray
8360,41.908938333333296,-87.7671866666667,Spray
8361,41.90911,-87.7647166666667,Spray
8362,41.9087383333333,-87.7646966666667,Spray
8363,41.908376666666705,-87.764685,Spray
8364,41.9079883333333,-87.7646683333333,Spray
8365,41.907678333333294,-87.7646583333333,Spray
8366,41.907326666666705,-87.764645,Spray
8367,41.9068866666667,-87.764625,Spray
8368,41.906459999999996,-87.7646083333333,Spray
8369,41.906026666666705,-87.76459,Spray
8370,41.90579,-87.7640633333333,Spray
8371,41.9054133333333,-87.7640033333333,Spray
8372,41.90446,-87.763935,Spray
8373,41.904135,-87.76391833333331,Spray
8374,41.903738333333294,-87.7638916666667,Spray
8375,41.9034433333333,-87.763875,Spray
8376,41.903231666666706,-87.76388666666669,Spray
8377,41.902998333333294,-87.7638633333333,Spray
8378,41.902708333333294,-87.7638466666667,Spray
8379,41.901534999999996,-87.763775,Spray
8380,41.90112,-87.76374,Spray
8381,41.9007033333333,-87.76373000000001,Spray
8382,41.900408333333296,-87.76373833333331,Spray
8383,41.90013,-87.7637366666667,Spray
8384,41.899871666666705,-87.763725,Spray
8385,41.8995266666667,-87.7637133333333,Spray
8386,41.8992366666667,-87.7637016666667,Spray
8387,41.898955,-87.7636783333333,Spray
8388,41.8983166666667,-87.76366,Spray
8389,41.8980216666667,-87.7636566666667,Spray
8390,41.8975716666667,-87.76360333333331,Spray
8391,41.8971516666667,-87.76358,Spray
8392,41.8968366666667,-87.7635833333333,Spray
8393,41.895748333333295,-87.763545,Spray
8394,41.895393333333296,-87.7635333333333,Spray
8395,41.894853333333295,-87.7635216666667,Spray
8396,41.8945366666667,-87.7634883333333,Spray
8397,41.893895,-87.76346833333331,Spray
8398,41.89354,-87.7634666666667,Spray
8399,41.8932616666667,-87.7634633333333,Spray
8400,41.892816666666704,-87.76345,Spray
8401,41.892425,-87.76344499999999,Spray
8402,41.8919816666667,-87.76343,Spray
8403,41.8916,-87.7634066666667,Spray
8404,41.891321666666705,-87.7634,Spray
8405,41.891003333333295,-87.7633933333333,Spray
8406,41.8906333333333,-87.76336500000001,Spray
8407,41.8902816666667,-87.7633266666667,Spray
8408,41.889846666666706,-87.7633033333333,Spray
8409,41.8893983333333,-87.7632883333333,Spray
8410,41.8888516666667,-87.7632733333333,Spray
8411,41.888363333333295,-87.763265,Spray
8412,41.8879233333333,-87.7632816666667,Spray
8413,41.8881266666667,-87.76046,Spray
8414,41.8885516666667,-87.76048166666669,Spray
8415,41.888925,-87.7605016666667,Spray
8416,41.889326666666705,-87.7605233333333,Spray
8417,41.889675,-87.7605283333333,Spray
8418,41.8899383333333,-87.7605433333333,Spray
8419,41.89028,-87.7605633333333,Spray
8420,41.890556666666704,-87.76056,Spray
8421,41.8908416666667,-87.76057,Spray
8422,41.891186666666705,-87.7605783333333,Spray
8423,41.8915766666667,-87.7605883333333,Spray
8424,41.8919866666667,-87.7605966666667,Spray
8425,41.892343333333294,-87.76060333333331,Spray
8426,41.892705,-87.7606133333333,Spray
8427,41.893145000000004,-87.7606316666667,Spray
8428,41.89353,-87.76065,Spray
8429,41.8939466666667,-87.7606733333333,Spray
8430,41.894343333333296,-87.7606883333333,Spray
8431,41.894805,-87.7607116666667,Spray
8432,41.895275,-87.760735,Spray
8433,41.895528333333296,-87.7607233333333,Spray
8434,41.89587,-87.7607416666667,Spray
8435,41.89624,-87.760755,Spray
8436,41.8966416666667,-87.76078000000001,Spray
8437,41.897091666666704,-87.76079,Spray
8438,41.897473333333295,-87.7608066666667,Spray
8439,41.898025,-87.76082833333331,Spray
8440,41.898548333333295,-87.76084166666669,Spray
8441,41.8989433333333,-87.76086,Spray
8442,41.899311666666705,-87.760885,Spray
8443,41.8997283333333,-87.7609033333333,Spray
8444,41.9000666666667,-87.7609,Spray
8445,41.9006416666667,-87.760925,Spray
8446,41.9009783333333,-87.7609166666667,Spray
8447,41.901503333333295,-87.76094,Spray
8448,41.902131666666705,-87.7610066666667,Spray
8449,41.902515,-87.76102,Spray
8450,41.90312,-87.7610433333333,Spray
8451,41.9035,-87.761055,Spray
8452,41.903808333333295,-87.7610816666667,Spray
8453,41.9043116666667,-87.7610933333333,Spray
8454,41.9046233333333,-87.761105,Spray
8455,41.905058333333294,-87.7611133333333,Spray
8456,41.905409999999996,-87.76111,Spray
8457,41.9056116666667,-87.7610216666667,Spray
8458,41.90592,-87.76090500000001,Spray
8459,41.90628833333329,-87.760915,Spray
8460,41.906653333333296,-87.76091833333331,Spray
8461,41.907028333333294,-87.7609283333333,Spray
8462,41.9075416666667,-87.7609533333333,Spray
8463,41.9079133333333,-87.760965,Spray
8464,41.9082566666667,-87.7609866666667,Spray
8465,41.908668333333296,-87.7610033333333,Spray
8466,41.908893333333296,-87.7597716666667,Spray
8467,41.90855,-87.75975,Spray
8468,41.908133333333296,-87.759695,Spray
8469,41.9074733333333,-87.75964,Spray
8470,41.907126666666706,-87.7596383333333,Spray
8471,41.9067733333333,-87.75962,Spray
8472,41.906385,-87.7596016666667,Spray
8473,41.90609,-87.75960500000001,Spray
8474,41.905845,-87.7597283333333,Spray
8475,41.90551,-87.75973,Spray
8476,41.905173333333295,-87.7596983333333,Spray
8477,41.9048,-87.75967666666669,Spray
8478,41.904455,-87.759665,Spray
8479,41.904126666666706,-87.75941999999999,Spray
8480,41.904106666666706,-87.758925,Spray
8481,41.904118333333294,-87.75853000000001,Spray
8482,41.904295,-87.75836,Spray
8483,41.904641666666706,-87.7583783333333,Spray
8484,41.904998333333296,-87.7584083333333,Spray
8485,41.9052783333333,-87.75843,Spray
8486,41.9055883333333,-87.758455,Spray
8487,41.9059733333333,-87.7584683333333,Spray
8488,41.906366666666706,-87.7584966666667,Spray
8489,41.9066866666667,-87.758525,Spray
8490,41.907090000000004,-87.7585216666667,Spray
8491,41.90744,-87.75851999999999,Spray
8492,41.9078716666667,-87.7585516666667,Spray
8493,41.908336666666706,-87.7585533333333,Spray
8494,41.908765,-87.7585583333333,Spray
8495,41.9090366666667,-87.7572866666667,Spray
8496,41.908648333333296,-87.75726999999999,Spray
8497,41.90825833333329,-87.75726,Spray
8498,41.907866666666706,-87.75721999999999,Spray
8499,41.907503333333295,-87.7572083333333,Spray
8500,41.90715,-87.7571783333333,Spray
8501,41.906845000000004,-87.7571566666667,Spray
8502,41.9064833333333,-87.7571366666667,Spray
8503,41.906163333333296,-87.75711,Spray
8504,41.90578666666671,-87.7570433333333,Spray
8505,41.9053916666667,-87.75703,Spray
8506,41.904915,-87.757015,Spray
8507,41.90461,-87.7570033333333,Spray
8508,41.904245,-87.7568466666667,Spray
8509,41.9042433333333,-87.7561933333333,Spray
8510,41.8959,-87.7461683333333,Spray
8511,41.89587,-87.746725,Spray
8512,41.8958966666667,-87.7471833333333,Spray
8513,41.89591,-87.7477083333333,Spray
8514,41.895888333333296,-87.74851,Spray
8515,41.8958783333333,-87.7488616666667,Spray
8516,41.8958483333333,-87.7492566666667,Spray
8517,41.8958366666667,-87.74964,Spray
8518,41.89583,-87.7500766666667,Spray
8519,41.89575,-87.7503833333333,Spray
8520,41.902086666666705,-87.7569516666667,Spray
8521,41.90184,-87.75697833333331,Spray
8522,41.9015166666667,-87.75697,Spray
8523,41.9011866666667,-87.75697,Spray
8524,41.90086166666671,-87.7569616666667,Spray
8525,41.9004666666667,-87.75695999999999,Spray
8526,41.900059999999996,-87.7569583333333,Spray
8527,41.899643333333294,-87.756955,Spray
8528,41.899291666666706,-87.75695999999999,Spray
8529,41.898726666666704,-87.75694666666669,Spray
8530,41.898261666666706,-87.7569283333333,Spray
8531,41.8978683333333,-87.75693000000001,Spray
8532,41.897431666666705,-87.7569383333333,Spray
8533,41.89690833333329,-87.7569233333333,Spray
8534,41.8964333333333,-87.7569216666667,Spray
8535,41.89593666666671,-87.756935,Spray
8536,41.89554333333329,-87.7569366666667,Spray
8537,41.89485,-87.7569033333333,Spray
8538,41.894445000000005,-87.7568666666667,Spray
8539,41.894045,-87.756855,Spray
8540,41.893625,-87.7568633333333,Spray
8541,41.8931633333333,-87.7568466666667,Spray
8542,41.892661666666704,-87.7568266666667,Spray
8543,41.8921283333333,-87.7568066666667,Spray
8544,41.8917283333333,-87.7567933333333,Spray
8545,41.89161,-87.7564316666667,Spray
8546,41.891575,-87.7558833333333,Spray
8547,41.8916383333333,-87.75533166666669,Spray
8548,41.89163,-87.7548616666667,Spray
8549,41.891678333333296,-87.7544983333333,Spray
8550,41.8919733333333,-87.7545,Spray
8551,41.892355,-87.7545033333333,Spray
8552,41.8926883333333,-87.7544983333333,Spray
8553,41.89308,-87.7544766666667,Spray
8554,41.893491666666705,-87.75447,Spray
8555,41.8938083333333,-87.754475,Spray
8556,41.8941566666667,-87.75447333333331,Spray
8557,41.8955783333333,-87.75447333333331,Spray
8558,41.8960116666667,-87.754465,Spray
8559,41.896381666666706,-87.7544583333333,Spray
8560,41.8967883333333,-87.7544183333333,Spray
8561,41.897290000000005,-87.754435,Spray
8562,41.8977316666667,-87.75444499999999,Spray
8563,41.8981366666667,-87.7544433333333,Spray
8564,41.898793333333295,-87.7544616666667,Spray
8565,41.899196666666704,-87.7544616666667,Spray
8566,41.899570000000004,-87.754475,Spray
8567,41.9005233333333,-87.7545033333333,Spray
8568,41.9008233333333,-87.7545133333333,Spray
8569,41.901208333333294,-87.754525,Spray
8570,41.9016066666667,-87.7545283333333,Spray
8571,41.9019383333333,-87.7545133333333,Spray
8572,41.901984999999996,-87.753355,Spray
8573,41.9016233333333,-87.7533283333333,Spray
8574,41.9013083333333,-87.7533283333333,Spray
8575,41.9008916666667,-87.7533266666667,Spray
8576,41.9003116666667,-87.7533216666667,Spray
8577,41.900003333333295,-87.7533133333333,Spray
8578,41.8996133333333,-87.75330500000001,Spray
8579,41.8992166666667,-87.75330500000001,Spray
8580,41.8989183333333,-87.7533133333333,Spray
8581,41.89864,-87.7533016666667,Spray
8582,41.8982766666667,-87.7533066666667,Spray
8583,41.8977933333333,-87.7533,Spray
8584,41.89734666666671,-87.7532883333333,Spray
8585,41.8969,-87.75327166666669,Spray
8586,41.896511666666704,-87.7532833333333,Spray
8587,41.8960483333333,-87.75325500000001,Spray
8588,41.895615,-87.75326,Spray
8589,41.894991666666705,-87.7532283333333,Spray
8590,41.8945366666667,-87.7532,Spray
8591,41.893848333333295,-87.7531566666667,Spray
8592,41.8934533333333,-87.7531516666667,Spray
8593,41.893046666666706,-87.7531333333333,Spray
8594,41.892593333333295,-87.75309,Spray
8595,41.8921116666667,-87.75307,Spray
8596,41.8917366666667,-87.75308333333331,Spray
8597,41.891366666666705,-87.7530616666667,Spray
8598,41.890978333333294,-87.7530533333333,Spray
8599,41.8905033333333,-87.7530366666667,Spray
8600,41.8900516666667,-87.75301999999999,Spray
8601,41.8896483333333,-87.75299999999999,Spray
8602,41.889145,-87.75299,Spray
8603,41.888659999999994,-87.7529733333333,Spray
8604,41.888234999999995,-87.7529266666667,Spray
8605,41.888273333333295,-87.75185,Spray
8606,41.8886066666667,-87.7518616666667,Spray
8607,41.888988333333295,-87.7518566666667,Spray
8608,41.889528333333296,-87.75189,Spray
8609,41.8898066666667,-87.75186500000001,Spray
8610,41.890198333333295,-87.751835,Spray
8611,41.8905183333333,-87.75184166666669,Spray
8612,41.8909,-87.7518266666667,Spray
8613,41.8911283333333,-87.7514766666667,Spray
8614,41.8911483333333,-87.7510666666667,Spray
8615,41.891206666666704,-87.7506716666667,Spray
8616,41.8915616666667,-87.75066833333331,Spray
8617,41.89192,-87.750665,Spray
8618,41.8923566666667,-87.7506583333333,Spray
8619,41.8927583333333,-87.75067,Spray
8620,41.893221666666705,-87.750675,Spray
8621,41.8935233333333,-87.7506633333333,Spray
8622,41.895188333333294,-87.75191,Spray
8623,41.8955833333333,-87.7519116666667,Spray
8624,41.895976666666705,-87.75191833333331,Spray
8625,41.896376666666704,-87.7519166666667,Spray
8626,41.8968133333333,-87.75194,Spray
8627,41.897228333333295,-87.7519516666667,Spray
8628,41.8976266666667,-87.7519516666667,Spray
8629,41.89801,-87.75196,Spray
8630,41.898315000000004,-87.751975,Spray
8631,41.898858333333294,-87.7519916666667,Spray
8632,41.8992616666667,-87.75200500000001,Spray
8633,41.8996816666667,-87.752015,Spray
8634,41.9001066666667,-87.7520316666667,Spray
8635,41.900635,-87.7520616666667,Spray
8636,41.9011133333333,-87.7520616666667,Spray
8637,41.902305,-87.753295,Spray
8638,41.902854999999995,-87.7533,Spray
8639,41.9034216666667,-87.75331,Spray
8640,41.903766666666705,-87.75332,Spray
8641,41.9038583333333,-87.7528166666667,Spray
8642,41.903845000000004,-87.75222,Spray
8643,41.90387,-87.75157166666669,Spray
8644,41.904028333333294,-87.7510383333333,Spray
8645,41.904405,-87.7510283333333,Spray
8646,41.90478833333329,-87.75105,Spray
8647,41.905178333333296,-87.7510516666667,Spray
8648,41.905693333333296,-87.7510483333333,Spray
8649,41.90619,-87.75105500000001,Spray
8650,41.906738333333294,-87.75106833333331,Spray
8651,41.907365000000006,-87.75105500000001,Spray
8652,41.9079216666667,-87.7510616666667,Spray
8653,41.90876,-87.7510866666667,Spray
8654,41.9087883333333,-87.7514483333333,Spray
8655,41.908805,-87.7519333333333,Spray
8656,41.908643333333295,-87.7521416666667,Spray
8657,41.9082233333333,-87.75214333333331,Spray
8658,41.9078016666667,-87.7521466666667,Spray
8659,41.9075166666667,-87.75214333333331,Spray
8660,41.9071616666667,-87.752135,Spray
8661,41.906788333333296,-87.7521216666667,Spray
8662,41.9063283333333,-87.752125,Spray
8663,41.90605,-87.7522366666667,Spray
8664,41.906045,-87.7529,Spray
8665,41.9060633333333,-87.7532933333333,Spray
8666,41.906431666666705,-87.7533366666667,Spray
8667,41.906875,-87.753355,Spray
8668,41.907295,-87.7533683333333,Spray
8669,41.90765333333329,-87.753385,Spray
8670,41.9081216666667,-87.7534033333333,Spray
8671,41.9085633333333,-87.7534183333333,Spray
8672,41.9089183333333,-87.75344,Spray
8673,41.909009999999995,-87.753685,Spray
8674,41.908995000000004,-87.7541416666667,Spray
8675,41.9089483333333,-87.7544883333333,Spray
8676,41.908708333333294,-87.7545933333333,Spray
8677,41.9083233333333,-87.7545866666667,Spray
8678,41.907975,-87.754575,Spray
8679,41.907596666666706,-87.7545883333333,Spray
8680,41.9072666666667,-87.7545733333333,Spray
8681,41.906938333333294,-87.7545866666667,Spray
8682,41.9065733333333,-87.7545883333333,Spray
8683,41.906295,-87.7545683333333,Spray
8684,41.906091666666704,-87.754795,Spray
8685,41.906051666666706,-87.7554283333333,Spray
8686,41.9077416666667,-87.7549133333333,Spray
8687,41.90777,-87.7541933333333,Spray
8688,41.907765000000005,-87.75353,Spray
8689,41.9077616666667,-87.7527916666667,Spray
8690,41.907779999999995,-87.7520016666667,Spray
8691,41.90775666666671,-87.7508666666667,Spray
8692,41.90775,-87.74991999999999,Spray
8693,41.907759999999996,-87.7490033333333,Spray
8694,41.907768333333294,-87.7481433333333,Spray
8695,41.90777,-87.7472816666667,Spray
8696,41.905046666666706,-87.74712,Spray
8697,41.9050366666667,-87.748075,Spray
8698,41.90503,-87.7486883333333,Spray
8699,41.90503,-87.749385,Spray
8700,41.905035,-87.750015,Spray
8701,41.90501,-87.7507416666667,Spray
8702,41.904641666666706,-87.7508633333333,Spray
8703,41.90404,-87.7508516666667,Spray
8704,41.9033966666667,-87.750845,Spray
8705,41.902781666666705,-87.7508183333333,Spray
8706,41.902106666666704,-87.7508416666667,Spray
8707,41.9014483333333,-87.7508666666667,Spray
8708,41.900786666666704,-87.7507866666667,Spray
8709,41.90023,-87.750765,Spray
8710,41.89959,-87.7507633333333,Spray
8711,41.89896833333329,-87.7507483333333,Spray
8712,41.8981533333333,-87.7507383333333,Spray
8713,41.897611666666705,-87.750745,Spray
8714,41.897034999999995,-87.750715,Spray
8715,41.8969433333333,-87.75024499999999,Spray
8716,41.896935,-87.749595,Spray
8717,41.89695333333329,-87.74888666666669,Spray
8718,41.897009999999995,-87.7484016666667,Spray
8719,41.8974183333333,-87.7484316666667,Spray
8720,41.89797,-87.74842,Spray
8721,41.899336666666706,-87.7484583333333,Spray
8722,41.8999466666667,-87.7484533333333,Spray
8723,41.9003683333333,-87.7484533333333,Spray
8724,41.900926666666706,-87.7484683333333,Spray
8725,41.9015,-87.7484683333333,Spray
8726,41.902025,-87.748455,Spray
8727,41.902625,-87.74847,Spray
8728,41.903183333333295,-87.748465,Spray
8729,41.903853333333295,-87.74846,Spray
8730,41.9043616666667,-87.74847,Spray
8731,41.9049666666667,-87.7484666666667,Spray
8732,41.905640000000005,-87.7484716666667,Spray
8733,41.905803333333296,-87.7479116666667,Spray
8734,41.905854999999995,-87.746985,Spray
8735,41.887966666666706,-87.745625,Spray
8736,41.887875,-87.746145,Spray
8737,41.88785,-87.74713,Spray
8738,41.8878416666667,-87.747935,Spray
8739,41.887825,-87.7485866666667,Spray
8740,41.8880866666667,-87.75039833333331,Spray
8741,41.888678333333296,-87.7504266666667,Spray
8742,41.8891083333333,-87.7504183333333,Spray
8743,41.8892883333333,-87.7504466666667,Spray
8744,41.889793333333294,-87.7504616666667,Spray
8745,41.89029,-87.75048000000001,Spray
8746,41.8942816666667,-87.7481783333333,Spray
8747,41.8935883333333,-87.7481833333333,Spray
8748,41.892503333333295,-87.7481383333333,Spray
8749,41.8919816666667,-87.74813,Spray
8750,41.891338333333294,-87.7481316666667,Spray
8751,41.890685,-87.7481216666667,Spray
8752,41.89016166666671,-87.74811,Spray
8753,41.8895866666667,-87.74808,Spray
8754,41.888968333333295,-87.74806833333331,Spray
8755,41.8886866666667,-87.748275,Spray
8756,41.8886716666667,-87.7495433333333,Spray
8757,41.888678333333296,-87.7502416666667,Spray
8758,41.8890066666667,-87.7503583333333,Spray
8759,41.8912866666667,-87.7514966666667,Spray
8760,41.8912833333333,-87.7522816666667,Spray
8761,41.891290000000005,-87.752875,Spray
8762,41.891290000000005,-87.753885,Spray
8763,41.891273333333295,-87.7544533333333,Spray
8764,41.890023333333296,-87.755555,Spray
8765,41.8900166666667,-87.7562783333333,Spray
8766,41.8900066666667,-87.75697833333331,Spray
8767,41.890063333333295,-87.75766166666669,Spray
8768,41.8912416666667,-87.75774,Spray
8769,41.891876666666704,-87.75777,Spray
8770,41.892503333333295,-87.7577933333333,Spray
8771,41.89302,-87.757825,Spray
8772,41.8937683333333,-87.7578466666667,Spray
8773,41.894476666666705,-87.75788666666669,Spray
8774,41.89519,-87.7578883333333,Spray
8775,41.89566,-87.757915,Spray
8776,41.8961716666667,-87.7579366666667,Spray
8777,41.896665000000006,-87.7579516666667,Spray
8778,41.8974166666667,-87.7579816666667,Spray
8779,41.8981133333333,-87.75802166666669,Spray
8780,41.898559999999996,-87.7580316666667,Spray
8781,41.8991233333333,-87.758055,Spray
8782,41.899606666666706,-87.75809,Spray
8783,41.900040000000004,-87.7581033333333,Spray
8784,41.9005683333333,-87.7581216666667,Spray
8785,41.9010416666667,-87.75814333333331,Spray
8786,41.901515,-87.7581733333333,Spray
8787,41.901793333333295,-87.7594616666667,Spray
8788,41.901253333333294,-87.7594366666667,Spray
8789,41.900535,-87.7594383333333,Spray
8790,41.899958333333295,-87.75945166666669,Spray
8791,41.8993383333333,-87.759435,Spray
8792,41.8987333333333,-87.7594266666667,Spray
8793,41.898303333333295,-87.7594133333333,Spray
8794,41.897656666666705,-87.7594116666667,Spray
8795,41.897034999999995,-87.7593916666667,Spray
8796,41.896513333333296,-87.759385,Spray
8797,41.895975,-87.759375,Spray
8798,41.8953616666667,-87.7593516666667,Spray
8799,41.8942666666667,-87.7593316666667,Spray
8800,41.893783333333296,-87.75931666666669,Spray
8801,41.89343,-87.7593033333333,Spray
8802,41.89310333333329,-87.7592883333333,Spray
8803,41.8925783333333,-87.7592516666667,Spray
8804,41.89197,-87.759235,Spray
8805,41.8914633333333,-87.75919,Spray
8806,41.89127,-87.75905999999999,Spray
8807,41.8912783333333,-87.7582583333333,Spray
8808,41.89089,-87.7562733333333,Spray
8809,41.890581666666705,-87.7562566666667,Spray
8810,41.890218333333294,-87.75624499999999,Spray
8811,41.8901666666667,-87.7568633333333,Spray
8812,41.8901516666667,-87.757545,Spray
8813,41.89017,-87.7582316666667,Spray
8814,41.8901466666667,-87.7589116666667,Spray
8815,41.890136666666706,-87.75978,Spray
8816,41.890131666666704,-87.76061666666669,Spray
8817,41.8901133333333,-87.7617116666667,Spray
8818,41.89009,-87.7627,Spray
8819,41.8896283333333,-87.76321166666669,Spray
8820,41.8894316666667,-87.76368000000001,Spray
8821,41.88945,-87.7646633333333,Spray
8822,41.88943,-87.7655666666667,Spray
8823,41.8894116666667,-87.7663416666667,Spray
8824,41.88941,-87.76728,Spray
8825,41.8891616666667,-87.7675466666667,Spray
8826,41.8884433333333,-87.7675333333333,Spray
8827,41.888403333333294,-87.7697466666667,Spray
8828,41.88906,-87.76975999999999,Spray
8829,41.8896483333333,-87.76979666666669,Spray
8830,41.890226666666706,-87.7698216666667,Spray
8831,41.890868333333295,-87.7698433333333,Spray
8832,41.89145,-87.76987,Spray
8833,41.89198,-87.7698833333333,Spray
8834,41.892685,-87.76991,Spray
8835,41.8931683333333,-87.7699333333333,Spray
8836,41.8937066666667,-87.769965,Spray
8837,41.89438,-87.7721483333333,Spray
8838,41.8936866666667,-87.77214000000001,Spray
8839,41.892996666666704,-87.77213,Spray
8840,41.89232,-87.7721183333333,Spray
8841,41.891659999999995,-87.77211333333331,Spray
8842,41.89105,-87.772125,Spray
8843,41.8903833333333,-87.7721016666667,Spray
8844,41.8897866666667,-87.7720816666667,Spray
8845,41.8891166666667,-87.7720566666667,Spray
8846,41.888478333333296,-87.7720416666667,Spray
8847,41.91328,-87.7465133333333,Spray
8848,41.9132716666667,-87.7472583333333,Spray
8849,41.9132633333333,-87.7479883333333,Spray
8850,41.913284999999995,-87.748715,Spray
8851,41.9132716666667,-87.7494416666667,Spray
8852,41.91329,-87.7501966666667,Spray
8853,41.913281666666705,-87.75104499999999,Spray
8854,41.913265,-87.7518366666667,Spray
8855,41.913270000000004,-87.7524983333333,Spray
8856,41.913255,-87.7532866666667,Spray
8857,41.9132683333333,-87.7539966666667,Spray
8858,41.913255,-87.7547866666667,Spray
8859,41.913258333333296,-87.755395,Spray
8860,41.9132033333333,-87.75612833333331,Spray
8861,41.913208333333294,-87.7569866666667,Spray
8862,41.913205,-87.7579116666667,Spray
8863,41.9131983333333,-87.75881333333331,Spray
8864,41.91321,-87.7596166666667,Spray
8865,41.9131783333333,-87.7601016666667,Spray
8866,41.913166666666704,-87.76081500000001,Spray
8867,41.913166666666704,-87.7615533333333,Spray
8868,41.913143333333295,-87.7623016666667,Spray
8869,41.9131116666667,-87.7635533333333,Spray
8870,41.9131166666667,-87.7642666666667,Spray
8871,41.912763333333295,-87.7656916666667,Spray
8872,41.912718333333295,-87.7678383333333,Spray
8873,41.9127033333333,-87.7689,Spray
8874,41.912684999999996,-87.7699333333333,Spray
8875,41.912676666666705,-87.7709316666667,Spray
8876,41.9128916666667,-87.7713316666667,Spray
8877,41.91297,-87.7719633333333,Spray
8878,41.912941666666704,-87.7726966666667,Spray
8879,41.9129566666667,-87.77356,Spray
8880,41.912938333333294,-87.7755633333333,Spray
8881,41.912925,-87.776545,Spray
8882,41.912929999999996,-87.7774233333333,Spray
8883,41.912925,-87.77828833333331,Spray
8884,41.912896666666704,-87.7801583333333,Spray
8885,41.9128833333333,-87.78096,Spray
8886,41.9128883333333,-87.7818916666667,Spray
8887,41.912865000000004,-87.782425,Spray
8888,41.9128666666667,-87.7832883333333,Spray
8889,41.912845000000004,-87.78412166666669,Spray
8890,41.9128,-87.7861833333333,Spray
8891,41.912806666666704,-87.78703166666669,Spray
8892,41.912806666666704,-87.7879533333333,Spray
8893,41.912785,-87.78895666666669,Spray
8894,41.9127783333333,-87.78989666666669,Spray
8895,41.912795,-87.7908766666667,Spray
8896,41.912765,-87.791865,Spray
8897,41.912758333333294,-87.7927183333333,Spray
8898,41.9127783333333,-87.79356666666669,Spray
8899,41.912783333333294,-87.79391,Spray
8900,41.912693333333294,-87.79468,Spray
8901,41.9126783333333,-87.7952816666667,Spray
8902,41.9126916666667,-87.7959166666667,Spray
8903,41.912693333333294,-87.7968633333333,Spray
8904,41.91268,-87.7976033333333,Spray
8905,41.9127083333333,-87.7983633333333,Spray
8906,41.912693333333294,-87.79903166666669,Spray
8907,41.912676666666705,-87.79966999999999,Spray
8908,41.912671666666704,-87.80037166666669,Spray
8909,41.9126633333333,-87.8012783333333,Spray
8910,41.912676666666705,-87.8019683333333,Spray
8911,41.912659999999995,-87.80271,Spray
8912,41.912655,-87.8035866666667,Spray
8913,41.912659999999995,-87.8045133333333,Spray
8914,41.910796666666705,-87.80533,Spray
8915,41.9107833333333,-87.8045116666667,Spray
8916,41.91077,-87.8038916666667,Spray
8917,41.9107833333333,-87.8029966666667,Spray
8918,41.910768333333294,-87.802245,Spray
